#Year   glob_temp_dev  RF_nonCO2  RF_budget  co2_atm     fossil_CO2_em   budget_C_uptake
1733    0.00205492     0          -9999.9999  276.702     -0.04679124722  -9999.9999
1734    0.00255221     0          -9999.9999  276.702     -0.04614294654  -9999.9999
1735    0.00308195     0          -9999.9999  276.702     -0.04550802668  -9999.9999
1736    0.00364536     0          -9999.9999  276.702     -0.04488586648  -9999.9999
1737    0.00424361     0          -9999.9999  276.702     -0.0442759018   -9999.9999
1738    0.00487785     0          -9999.9999  276.702     -0.04367761889  -9999.9999
1739    0.00554905     0          -9999.9999  276.702     -0.04309054861  -9999.9999
1740    0.00625815     0          -9999.9999  276.702     -0.04251426144  -9999.9999
1741    0.00700604     0          -9999.9999  276.702     -0.04194836298  -9999.9999
1742    0.00779335     0          -9999.9999  276.702     -0.04139249012  -9999.9999
1743    0.00862066     0          -9999.9999  276.702     -0.04084630753  -9999.9999
1744    0.00948848     0          -9999.9999  276.702     -0.04030950476  -9999.9999
1745    0.010397       0          -9999.9999  276.702     -0.03978179348  -9999.9999
1746    0.0113462      0          -9999.9999  276.702     -0.03926290521  -9999.9999
1747    0.0123362      0          -9999.9999  276.702     -0.03875258923  -9999.9999
1748    0.0133664      0          -9999.9999  276.702     -0.03825061079  -9999.9999
1749    0.0144363      0          -9999.9999  276.702     -0.03775674945  -9999.9999
1750    0.0155451      0          -9999.9999  276.702     -0.0372707977   -9999.9999
1751    0.0166915      0          -9999.9999  276.702     -0.03679255971  -9999.9999
1752    0.0178741      0          -9999.9999  276.702     -0.03632185016  -9999.9999
1753    0.0190912      0          -9999.9999  276.702     -0.0358584933   -9999.9999
1754    0.0203407      0          -9999.9999  276.702     -0.03540232205  -9999.9999
1755    0.02162        0          -9999.9999  276.702     -0.03495317725  -9999.9999
1756    0.0229266      0          -9999.9999  276.702     -0.03451090692  -9999.9999
1757    0.0242572      0          -9999.9999  276.702     -0.03407536565  -9999.9999
1758    0.0256081      0          -9999.9999  276.702     -0.03364641411  -9999.9999
1759    0.0269757      0          -9999.9999  276.702     -0.03322391849  -9999.9999
1760    0.0283555      0          -9999.9999  276.702     -0.03280775006  -9999.9999
1761    0.0297427      0          -9999.9999  276.702     -0.03239778484  -9999.9999
1762    0.0311323      0          -9999.9999  276.702     -0.0319939032   -9999.9999
1763    0.0325188      0          -9999.9999  276.702     -0.03159598955  -9999.9999
1764    0.0338961      0          -9999.9999  276.702     -0.03120393208  -9999.9999
1765    0.0352581      0.0575     -9999.9999  276.702     0.04156301134   -9999.9999
1766    0.0365982      0.058      -9999.9999  276.779     0.1664291188    -9999.9999
1767    0.0379097      0.0585     -9999.9999  276.887     0.2296907766    -9999.9999
1768    0.0391855      0.059      -9999.9999  277.005     0.2723696878    -9999.9999
1769    0.0404185      0.0595     -9999.9999  277.135     0.3132968169    -9999.9999
1770    0.0416014      0.06       -9999.9999  277.273     0.3483993298    -9999.9999
1771    0.0427266      0.06       -9999.9999  277.418     0.3820964547    -9999.9999
1772    0.0437866      0.0605     -9999.9999  277.57      0.4145847487    -9999.9999
1773    0.0447739      0.061      -9999.9999  277.728     0.4456993088    -9999.9999
1774    0.0456811      0.061      -9999.9999  277.892     0.4725294634    -9999.9999
1775    0.0465006      0.061      -9999.9999  278.058     0.4994725516    -9999.9999
1776    0.0472252      0.061      -9999.9999  278.231     0.5312779546    -9999.9999
1777    0.047848       0.061      -9999.9999  278.41      0.5622299177    -9999.9999
1778    0.0483621      0.061      -9999.9999  278.595     0.5933728127    -9999.9999
1779    0.0487611      0.061      -9999.9999  278.786     0.6204514917    -9999.9999
1780    0.049039       0.061      -9999.9999  278.979     0.6445618493    -9999.9999
1781    0.0491904      0.061      -9999.9999  279.176     0.6707341695    -9999.9999
1782    0.0492099      0.061      -9999.9999  279.377     0.6968725643    -9999.9999
1783    0.0490936      0.061      -9999.9999  279.582     0.7229923594    -9999.9999
1784    0.0488376      0.061      -9999.9999  279.791     0.7512359746    -9999.9999
1785    0.0484384      0.061      -9999.9999  280.006     0.7810679344    -9999.9999
