#Year   glob_temp_dev  RF_nonCO2  RF_budget  co2_atm     fossil_CO2_em   budget_C_uptake
1786    0.0478941      0.061      -9999.9999  280.226     0.8110497412    -9999.9999
1787    0.0472028      0.061      -9999.9999  280.452     0.8371778266    -9999.9999
1788    0.0463634      0.061      -9999.9999  280.679     0.8538460795    -9999.9999
1789    0.0453764      0.061      -9999.9999  280.904     0.8626882312    -9999.9999
1790    0.0442425      0.061      -9999.9999  281.124     0.8632937685    -9999.9999
1791    0.0429631      0.061      -9999.9999  281.336     0.8574236887    -9999.9999
1792    0.0415417      0.061      -9999.9999  281.539     0.8484488936    -9999.9999
1793    0.0399821      0.061      -9999.9999  281.733     0.8377665538    -9999.9999
1794    0.0382887      0.0615     -9999.9999  281.918     0.8255046046    -9999.9999
1795    0.036468       0.062      -9999.9999  282.094     0.810736094     -9999.9999
1796    0.0345269      0.062      -9999.9999  282.26      0.795579805     -9999.9999
1797    0.032473       0.062      -9999.9999  282.418     0.7796554668    -9999.9999
1798    0.0303159      0.0625     -9999.9999  282.566     0.7612326198    -9999.9999
1799    0.0280659      0.063      -9999.9999  282.705     0.7438673534    -9999.9999
1800    0.0257337      0.0635     -9999.9999  282.836     0.7204536616    -9999.9999
1801    0.0233323      0.064      -9999.9999  282.953     0.6915669344    -9999.9999
1802    0.0208754      0.0645     -9999.9999  283.059     0.6721844921    -9999.9999
1803    0.018377       0.065      -9999.9999  283.161     0.6609559432    -9999.9999
1804    0.0158526      0.0655     -9999.9999  283.259     0.6500247729    -9999.9999
1805    0.0133182      0.0665     -9999.9999  283.353     0.6412020113    -9999.9999
1806    0.0107902      0.067      -9999.9999  283.445     0.6338903383    -9999.9999
1807    0.0082854      0.0675     -9999.9999  283.534     0.6255764475    -9999.9999
1808    0.00582048     0.068      -9999.9999  283.62      0.6119109768    -9999.9999
1809    0.003412       0.0685     -9999.9999  283.698     0.589448398     -9999.9999
1810    0.00107653     0.0695     -9999.9999  283.766     0.5610755454    -9999.9999
1811    -0.0011696     0.07       -9999.9999  283.822     0.5309138839    -9999.9999
1812    -0.0033115     0.0705     -9999.9999  283.868     0.5062211487    -9999.9999
1813    -0.0053343     0.0715     -9999.9999  283.908     0.4890112448    -9999.9999
1814    -0.0072235     0.072      -9999.9999  283.945     0.4788365447    -9999.9999
1815    -0.008967      0.0725     -9999.9999  283.982     0.4762145822    -9999.9999
1816    -0.0105526     0.0735     -9999.9999  284.022     0.4782304805    -9999.9999
1817    -0.011969      0.074      -9999.9999  284.065     0.4781679128    -9999.9999
1818    -0.0132075     0.0745     -9999.9999  284.108     0.4718932784    -9999.9999
1819    -0.0142601     0.0755     -9999.9999  284.148     0.4596240004    -9999.9999
1820    -0.0151196     0.076      -9999.9999  284.183     0.4421879779    -9999.9999
1821    -0.0157821     0.0765     -9999.9999  284.211     0.4225648051    -9999.9999
1822    -0.0162447     0.0775     -9999.9999  284.233     0.4075235196    -9999.9999
1823    -0.0165052     0.078      -9999.9999  284.253     0.3982356522    -9999.9999
1824    -0.0165645     0.0785     -9999.9999  284.272     0.3916220032    -9999.9999
1825    -0.0164245     0.0795     -9999.9999  284.291     0.3865666778    -9999.9999
1826    -0.0160875     0.08       -9999.9999  284.31      0.3829732638    -9999.9999
1827    -0.015558      0.0805     -9999.9999  284.33      0.379997872     -9999.9999
1828    -0.0148413     0.0815     -9999.9999  284.35      0.3760744625    -9999.9999
1829    -0.0139429     0.082      -9999.9999  284.37      0.3723204       -9999.9999
1830    -0.01287       0.0825     -9999.9999  284.39      0.3496367623    -9999.9999
1831    -0.01163       0.0835     -9999.9999  284.392     0.2564933518    -9999.9999
1832    -0.0102308     0.084      -9999.9999  284.332     0.09351552934   -9999.9999
1833    -0.0086810     0.0845     -9999.9999  284.202     -0.03995313568  -9999.9999
1834    -0.0069899     0.0855     -9999.9999  284.05      -0.09521317718  -9999.9999
1835    -0.0051664     0.0865     -9999.9999  283.9       -0.1208815673   -9999.9999
1836    -0.0032204     0.087      -9999.9999  283.75      -0.1452448355   -9999.9999
1837    -0.0011618     0.0875     -9999.9999  283.6       -0.1407312977   -9999.9999
1838    0.00099919     0.0885     -9999.9999  283.475     -0.0612957869   -9999.9999
1839    0.00325215     0.089      -9999.9999  283.413     0.0593961426    -9999.9999
1840    0.00558667     0.0895     -9999.9999  283.4       0.1493553061    -9999.9999
1841    0.00799209     0.0905     -9999.9999  283.413     0.2268445658    -9999.9999
1842    0.0104577      0.0915     -9999.9999  283.462     0.3227433123    -9999.9999
1843    0.012973       0.0925     -9999.9999  283.55      0.4120191414    -9999.9999
1844    0.0155273      0.0935     -9999.9999  283.663     0.4991239217    -9999.9999
1845    0.0181102      0.0945     -9999.9999  283.812     0.5927134918    -9999.9999
1846    0.0207113      0.095      -9999.9999  283.988     0.6348208203    -9999.9999
1847    0.0233208      0.0955     -9999.9999  284.15      0.6397066591    -9999.9999
1848    0.0259289      0.0965     -9999.9999  284.312     0.6720241305    -9999.9999
1849    0.028526       0.097      -9999.9999  284.488     0.6914219916    -9999.9999
1850    0.0311036      0.0975     -9999.9999  284.65      0.677530783     -9999.9999
1851    0.033653       0.0985     -9999.9999  284.8       0.662001242     -9999.9999
1852    0.036166       0.0995     -9999.9999  284.938     0.6413636206    -9999.9999
1853    0.0386355      0.1005     -9999.9999  285.062     0.6454192701    -9999.9999
1854    0.0410547      0.102      -9999.9999  285.2       0.6816541659    -9999.9999
1855    0.0434169      0.1035     -9999.9999  285.35      0.7055279119    -9999.9999
1856    0.0457165      0.1045     -9999.9999  285.5       0.7155360936    -9999.9999
1857    0.0479485      0.1055     -9999.9999  285.65      0.7376191224    -9999.9999
1858    0.0501078      0.1065     -9999.9999  285.812     0.7771362453    -9999.9999
1859    0.0521906      0.1075     -9999.9999  285.988     0.7913914151    -9999.9999
1860    0.0541934      0.1085     -9999.9999  286.15      0.7727702522    -9999.9999
1861    0.0561131      0.11       -9999.9999  286.3       0.7529668306    -9999.9999
1862    0.0579476      0.1115     -9999.9999  286.438     0.7284813152    -9999.9999
1863    0.0596953      0.1125     -9999.9999  286.562     0.7291559428    -9999.9999
1864    0.0613549      0.1135     -9999.9999  286.7       0.7486620101    -9999.9999
1865    0.0629263      0.1145     -9999.9999  286.837     0.7273760323    -9999.9999
1866    0.0644097      0.116      -9999.9999  286.95      0.6871024502    -9999.9999
1867    0.065806       0.1175     -9999.9999  287.05      0.6842826123    -9999.9999
1868    0.0671172      0.1185     -9999.9999  287.163     0.7258424263    -9999.9999
1869    0.0683459      0.1195     -9999.9999  287.3       0.7736782702    -9999.9999
1870    0.069495       0.121      -9999.9999  287.45      0.811577878     -9999.9999
1871    0.0705686      0.1225     -9999.9999  287.613     0.8627097514    -9999.9999
1872    0.0715716      0.1235     -9999.9999  287.8       0.9309265211    -9999.9999
1873    0.0725099      0.1245     -9999.9999  288.012     1.01781512      -9999.9999
1874    0.0733899      0.1255     -9999.9999  288.262     1.124953224     -9999.9999
1875    0.0742183      0.1265     -9999.9999  288.55      1.223470441     -9999.9999
1876    0.075003       0.128      -9999.9999  288.863     1.320952817     -9999.9999
1877    0.0757523      0.1295     -9999.9999  289.212     1.437525326     -9999.9999
1878    0.0764749      0.1305     -9999.9999  289.6       1.545877505     -9999.9999
1879    0.0771801      0.1315     -9999.9999  290.012     1.653382514     -9999.9999
1880    0.0778777      0.1325     -9999.9999  290.462     1.780025393     -9999.9999
1881    0.0785777      0.134      -9999.9999  290.95      1.869792629     -9999.9999
1882    0.0792906      0.1355     -9999.9999  291.438     1.885103736     -9999.9999
1883    0.0800271      0.137      -9999.9999  291.9       1.877016917     -9999.9999
1884    0.080798       0.1385     -9999.9999  292.35      1.865806008     -9999.9999
1885    0.081614       0.1395     -9999.9999  292.775     1.793810757     -9999.9999
1886    0.082486       0.1405     -9999.9999  293.137     1.668850414     -9999.9999
1887    0.0834244      0.142      -9999.9999  293.438     1.545614017     -9999.9999
1888    0.0844393      0.1435     -9999.9999  293.688     1.440123737     -9999.9999
1889    0.0855403      0.1445     -9999.9999  293.9       1.359435867     -9999.9999
1890    0.086737       0.146      -9999.9999  294.087     1.293515107     -9999.9999
1891    0.0880372      0.1475     -9999.9999  294.25      1.239457378     -9999.9999
1892    0.0894487      0.149      -9999.9999  294.4       1.199505201     -9999.9999
1893    0.0909788      0.151      -9999.9999  294.538     1.146308596     -9999.9999
1894    0.0926331      0.1525     -9999.9999  294.65      1.089746357     -9999.9999
1895    0.0944169      0.1535     -9999.9999  294.75      1.061684309     -9999.9999
1896    0.0963351      0.155      -9999.9999  294.85      1.06230719      -9999.9999
1897    0.0983912      0.1565     -9999.9999  294.962     1.122135325     -9999.9999
1898    0.100588       0.158      -9999.9999  295.125     1.262220062     -9999.9999
1899    0.102929       0.1595     -9999.9999  295.363     1.416055089     -9999.9999
1900    0.105415       0.161      -9999.9999  295.65      1.522670466     -9999.9999
1901    0.108046       0.163      -9999.9999  295.962     1.604364823     -9999.9999
1902    0.110824       0.1655     -9999.9999  296.3       1.673148191     -9999.9999
1903    0.113748       0.168      -9999.9999  296.65      1.725073427     -9999.9999
1904    0.116816       0.1705     -9999.9999  297.012     1.80490512      -9999.9999
1905    0.120028       0.1735     -9999.9999  297.413     1.916592111     -9999.9999
1906    0.12338        0.1765     -9999.9999  297.85      1.991998546     -9999.9999
1907    0.126869       0.179      -9999.9999  298.288     1.99648464      -9999.9999
1908    0.130494       0.182      -9999.9999  298.7       1.977356382     -9999.9999
1909    0.134249       0.1855     -9999.9999  299.1       1.9821723       -9999.9999
1910    0.13813        0.1885     -9999.9999  299.5       1.985957575     -9999.9999
1911    0.142133       0.1915     -9999.9999  299.887     1.960776022     -9999.9999
1912    0.146253       0.1945     -9999.9999  300.25      1.930110013     -9999.9999
1913    0.150483       0.1975     -9999.9999  300.6       1.910551239     -9999.9999
1914    0.154819       0.2005     -9999.9999  300.938     1.87574426      -9999.9999
1915    0.159254       0.204      -9999.9999  301.25      1.848753048     -9999.9999
1916    0.163782       0.2075     -9999.9999  301.562     1.879366279     -9999.9999
1917    0.168396       0.211      -9999.9999  301.9       1.917556694     -9999.9999
1918    0.17309        0.215      -9999.9999  302.238     1.899362252     -9999.9999
1919    0.177857       0.219      -9999.9999  302.55      1.8752559       -9999.9999
1920    0.182689       0.223      -9999.9999  302.863     1.918639666     -9999.9999
1921    0.187582       0.2265     -9999.9999  303.212     1.998068416     -9999.9999
1922    0.192526       0.23       -9999.9999  303.587     2.030838306     -9999.9999
1923    0.197516       0.234      -9999.9999  303.95      2.042931019     -9999.9999
1924    0.202545       0.2375     -9999.9999  304.325     2.122993068     -9999.9999
1925    0.207607       0.241      -9999.9999  304.75      2.214894349     -9999.9999
1926    0.212695       0.245      -9999.9999  305.188     2.238749718     -9999.9999
1927    0.217803       0.249      -9999.9999  305.613     2.267786698     -9999.9999
1928    0.222924       0.253      -9999.9999  306.062     2.343915187     -9999.9999
1929    0.228054       0.2565     -9999.9999  306.538     2.383763009     -9999.9999
1930    0.233187       0.2595     -9999.9999  307         2.388369412     -9999.9999
1931    0.238318       0.263      -9999.9999  307.462     2.421572374     -9999.9999
1932    0.243443       0.2665     -9999.9999  307.938     2.428444318     -9999.9999
1933    0.248556       0.27       -9999.9999  308.387     2.374014582     -9999.9999
1934    0.253655       0.2735     -9999.9999  308.8       2.326455357     -9999.9999
1935    0.258736       0.2765     -9999.9999  309.2       2.29003002      -9999.9999
1936    0.263796       0.2795     -9999.9999  309.575     2.183845196     -9999.9999
1937    0.268832       0.283      -9999.9999  309.875     1.99540523      -9999.9999
1938    0.273844       0.2865     -9999.9999  310.087     1.807133329     -9999.9999
1939    0.278829       0.2895     -9999.9999  310.238     1.651921262     -9999.9999
1940    0.283787       0.2925     -9999.9999  310.337     1.493610103     -9999.9999
1941    0.288717       0.2955     -9999.9999  310.375     1.304000165     -9999.9999
1942    0.293621       0.299      -9999.9999  310.337     1.118151493     -9999.9999
1943    0.2985         0.3025     -9999.9999  310.25      1.011817954     -9999.9999
1944    0.303355       0.306      -9999.9999  310.163     1.006378801     -9999.9999
1945    0.308188       0.3095     -9999.9999  310.113     1.068738288     -9999.9999
1946    0.313003       0.313      -9999.9999  310.113     1.158312992     -9999.9999
1947    0.317803       0.317      -9999.9999  310.163     1.256894353     -9999.9999
1948    0.322593       0.3215     -9999.9999  310.262     1.365477975     -9999.9999
1949    0.327377       0.3265     -9999.9999  310.413     1.494277749     -9999.9999
1950    0.332162       0.3315     -9999.9999  310.625     1.670064494     -9999.9999
1951    0.336953       0.3365     -9999.9999  310.925     1.874652364     -9999.9999
1952    0.341757       0.3415     -9999.9999  311.3       2.033264508     -9999.9999
1953    0.346582       0.347      -9999.9999  311.712     2.164789822     -9999.9999
1954    0.351435       0.3535     -9999.9999  312.175     2.339124292     -9999.9999
1955    0.356325       0.36       -9999.9999  312.712     2.522398767     -9999.9999
1956    0.36126        0.3665     -9999.9999  313.3       2.655593886     -9999.9999
1957    0.366251       0.3735     -9999.9999  313.913     2.741559513     -9999.9999
1958    0.371305       0.381      -9999.9999  314.536     2.811575669     -9999.9999
1959    0.376432       0.3885     -9999.9999  315.174     2.947537841     -9999.9999
1960    0.381643       0.3965     -9999.9999  315.886     3.159710673     -9999.9999
1961    0.386945       0.405      -9999.9999  316.673     3.275714241     -9999.9999
1962    0.39235        0.414      -9999.9999  317.435     3.188353664     -9999.9999
1963    0.397867       0.4235     -9999.9999  318.096     2.997064652     -9999.9999
1964    0.403503       0.4335     -9999.9999  318.661     2.957691774     -9999.9999
1965    0.409269       0.4445     -9999.9999  319.286     3.292221483     -9999.9999
1966    0.415174       0.456      -9999.9999  320.147     3.742159907     -9999.9999
1967    0.421224       0.4685     -9999.9999  321.126     3.967770806     -9999.9999
1968    0.427428       0.4815     -9999.9999  322.12      4.218762035     -9999.9999
1969    0.433793       0.4955     -9999.9999  323.269     4.504716189     -9999.9999
1970    0.440324       0.5105     -9999.9999  324.443     4.404680317     -9999.9999
1971    0.447028       0.526      -9999.9999  325.42      4.328084431     -9999.9999
1972    0.453909       0.5425     -9999.9999  326.498     4.842903956     -9999.9999
1973    0.46097        0.56       -9999.9999  327.909     5.202499281     -9999.9999
1974    0.468214       0.5785     -9999.9999  329.209     4.788724253     -9999.9999
1975    0.475644       0.598      -9999.9999  330.163     4.458802978     -9999.9999
1976    0.48326        0.6185     -9999.9999  331.166     4.887399418     -9999.9999
1977    0.491063       0.639      -9999.9999  332.51      5.564149525     -9999.9999
1978    0.499052       0.659      -9999.9999  334.06      5.985411987     -9999.9999
1979    0.507227       0.6795     -9999.9999  335.687     6.315243739     -9999.9999
1980    0.515586       0.7        -9999.9999  337.442     6.409062051     -9999.9999
1981    0.524125       0.72       -9999.9999  339.044     5.902171824     -9999.9999
1982    0.532842       0.7405     -9999.9999  340.26      5.490702216     -9999.9999
1983    0.541733       0.761      -9999.9999  341.495     5.792740799     -9999.9999
1984    0.550793       0.7805     -9999.9999  342.99      6.191870944     -9999.9999
1985    0.560017       0.7995     -9999.9999  344.533     6.273617157     -9999.9999
1986    0.569398       0.818      -9999.9999  346.04      6.470840822     -9999.9999
1987    0.578931       0.836      -9999.9999  347.721     7.047380004     -9999.9999
1988    0.588608       0.8555     -9999.9999  349.691     7.434212297     -9999.9999
1989    0.598422       0.877      -9999.9999  351.612     7.089682887     -9999.9999
1990    0.608365       0.8975     -9999.9999  353.171     6.394458253     -9999.9999
1991    0.618428       0.915      -9999.9999  354.436     5.772425787     -9999.9999
1992    0.628602       0.93       -9999.9999  355.451     5.293766311     -9999.9999
1993    0.638878       0.9425     -9999.9999  356.331     5.338820623     -9999.9999
1994    0.649246       0.952      -9999.9999  357.452     6.039225181     -9999.9999
1995    0.659697       0.96       -9999.9999  358.983     6.711043109     -9999.9999
1996    0.670222       0.9675     0           360.649     6.940237368     -9999.9999
1997    -9999.9999     0.9745     0           362.308     7.290935316     -9999.9999
1998    -9999.9999     0.982      0           364.239     7.870660164     -9999.9999
1999    -9999.9999     0.9895     0           366.336     7.82284637      -9999.9999
2000    -9999.9999     0.995      0           368.106     7.283044002     -9999.9999
2001    -9999.9999     0.999      0           369.666     7.341992731     -9999.9999
2002    -9999.9999     1.0035     0           371.495     8.03264591      -9999.9999
2003    -9999.9999     1.0085     0           373.641     8.489349324     -9999.9999
2004    -9999.9999     1.013      0           375.786     8.455430458     -9999.9999
2005    -9999.9999     1.017      0           377.813     8.362714273     -9999.9999
2006    -9999.9999     1.0205     0          379.82      8.365055745     -9999.9999
2007    -9999.9999     1.024      0          381.803     8.38512211      -9999.9999
2008    -9999.9999     1.0285     0          383.788     8.531525114     -9999.9999
2009    -9999.9999     1.033      0          385.868     8.713081346     0
2010    -9999.9999     1.0375     0          -9999.9999  7.65624058      0
2011    -9999.9999     1.04       0          -9999.9999  5.2655855       0 
2012    -9999.9999     1.04       0          -9999.9999  3.873774468     0 
2013    -9999.9999     1.04       0          -9999.9999  3.681570731     0 
2014    -9999.9999     1.04       0          -9999.9999  3.538734671     0 
2015    -9999.9999     1.04       0          -9999.9999  3.423059427     0 
2016    -9999.9999     1.04       0          -9999.9999  3.324393476     -100 
2017    -9999.9999     1.04       0          -9999.9999  3.237521571     0 
2018    -9999.9999     1.04       0          -9999.9999  3.159503745     0 
2019    -9999.9999     1.04       0          -9999.9999  3.088509311     0 
2019    -9999.9999     1.04       0          -9999.9999  3.088509311     0 
2020    -9999.9999     1.04       0          -9999.9999  3.023285807     0
2020    -9999.9999     1.04       0          -9999.9999  3.023285807     0
2021    -9999.9999     1.04       0          -9999.9999  2.962909697     0 
2022    -9999.9999     1.04       0          -9999.9999  2.906663863     0 
2023    -9999.9999     1.04       0          -9999.9999  2.853973162     0 
2024    -9999.9999     1.04       0          -9999.9999  2.804367329     0 
2025    -9999.9999     1.04       0          -9999.9999  2.757457408     0 
2026    -9999.9999     1.04       0          -9999.9999  2.712919374     0 
2027    -9999.9999     1.04       0          -9999.9999  2.670481949     0 
2028    -9999.9999     1.04       0          -9999.9999  2.629917106     0 
2029    -9999.9999     1.04       0          -9999.9999  2.591032488     0 
2030    -9999.9999     1.04       0          -9999.9999  2.553665242     0
2031    -9999.9999     1.04       0          -9999.9999  2.517676973     0
2032    -9999.9999     1.04       0          -9999.9999  2.482949595     0
2033    -9999.9999     1.04       0          -9999.9999  2.449381906     0
2034    -9999.9999     1.04       0          -9999.9999  2.416886768     0
2035    -9999.9999     1.04       0          -9999.9999  2.38538877      0
2036    -9999.9999     1.04       0          -9999.9999  2.354822301     0
2037    -9999.9999     1.04       0          -9999.9999  2.325129952     0
2038    -9999.9999     1.04       0          -9999.9999  2.296261199     0
2039    -9999.9999     1.04       0          -9999.9999  2.268171307     0
2040    -9999.9999     1.04       0          -9999.9999  2.240820424     0
2041    -9999.9999     1.04       0          -9999.9999  2.214172828     0
2042    -9999.9999     1.04       0          -9999.9999  2.188196305     0
2043    -9999.9999     1.04       0          -9999.9999  2.162861631     0
2044    -9999.9999     1.04       0          -9999.9999  2.138142135     0
2045    -9999.9999     1.04       0          -9999.9999  2.114013345     0
2046    -9999.9999     1.04       0          -9999.9999  2.090452685     0
2047    -9999.9999     1.04       0          -9999.9999  2.067439224     0
2048    -9999.9999     1.04       0          -9999.9999  2.044953465     0
