 #Year #c4mip-a2-defscal-spl81D0.1_HILDA_HRBM_BeSiCli_t_f_CS30 #c4mip-a2-defscal-spl81D0.1_HILDA_HRBM_BeSiCli_t_f_CS30 #c4mip-a2-defscal-spl81D0.1_HILDA_HRBM_BeSiCli_t_f_CS30 #c4mip-a2-defscal-spl81D0.1_HILDA_HRBM_BeSiCli_t_f_CS30 #c4mip-a2-defscal-spl81D0.1_HILDA_HRBM_BeSiCli_t_f_CS30 #c4mip-a2-defscal-spl81D0.1_HILDA_HRBM_BeSiCli_t_f_CS30
 #Year glob_temp_dev[℃] RF_nonCO2[W/m²] RF_budget[W/m²] co2_atm[ppm] fossil_CO2_em[GtC/yr] budget_C_uptake[GtC/yr]
  1700                0               0               0        278.6                     0                       0
  1701       -9999.9999               0               0   -9999.9999           4.66232e-05             1.45758e-09
  1702       -9999.9999               0               0   -9999.9999           9.26866e-05            -1.76664e-08
  1703       -9999.9999               0               0   -9999.9999           0.000138757            -3.71767e-08
  1704       -9999.9999               0               0   -9999.9999           0.000184836            -5.71359e-08
  1705       -9999.9999               0               0   -9999.9999           0.000230925            -7.68053e-08
  1706       -9999.9999               0               0   -9999.9999           0.000277025            -9.52464e-08
  1707       -9999.9999               0               0   -9999.9999           0.000323134             -1.1152e-07
  1708       -9999.9999               0               0   -9999.9999           0.000369254            -1.24346e-07
  1709       -9999.9999               0               0   -9999.9999           0.000415383            -1.31071e-07
  1710       -9999.9999               0               0   -9999.9999            0.00046152            -1.28701e-07
  1711       -9999.9999               0               0   -9999.9999           0.000507663            -1.13792e-07
  1712       -9999.9999               0               0   -9999.9999           0.000553811            -8.11057e-08
  1713       -9999.9999               0               0   -9999.9999           0.000599964            -2.49525e-08
  1714       -9999.9999               0               0   -9999.9999           0.000646119             6.03556e-08
  1715       -9999.9999               0               0   -9999.9999           0.000692275              1.7982e-07
  1716       -9999.9999               0               0   -9999.9999           0.000738432             3.35696e-07
  1717       -9999.9999               0               0   -9999.9999           0.000784589              5.2955e-07
  1718       -9999.9999               0               0   -9999.9999           0.000830745             7.62951e-07
  1719       -9999.9999               0               0   -9999.9999           0.000876899             1.03515e-06
  1720       -9999.9999               0               0   -9999.9999            0.00092305             1.33617e-06
  1721       -9999.9999               0               0   -9999.9999           0.000969199             1.65368e-06
  1722       -9999.9999               0               0   -9999.9999            0.00101534             1.96911e-06
  1723       -9999.9999               0               0   -9999.9999            0.00106149             2.23872e-06
  1724       -9999.9999               0               0   -9999.9999            0.00110763             2.41251e-06
  1725       -9999.9999               0               0   -9999.9999            0.00115377             2.44048e-06
  1726       -9999.9999               0               0   -9999.9999            0.00119991              2.2654e-06
  1727       -9999.9999               0               0   -9999.9999            0.00124605              1.8012e-06
  1728       -9999.9999               0               0   -9999.9999            0.00129219             9.54629e-07
  1729       -9999.9999               0               0   -9999.9999            0.00133834            -3.67598e-07
  1730       -9999.9999               0               0   -9999.9999             0.0013845            -2.25679e-06
  1731       -9999.9999               0               0   -9999.9999            0.00143067            -4.79645e-06
  1732       -9999.9999               0               0   -9999.9999            0.00147686            -8.06811e-06
  1733       -9999.9999               0               0   -9999.9999            0.00152307            -1.21175e-05
  1734       -9999.9999               0               0   -9999.9999            0.00156931            -1.68469e-05
  1735       -9999.9999               0               0   -9999.9999            0.00161558            -2.21228e-05
  1736       -9999.9999               0               0   -9999.9999            0.00166189            -2.78118e-05
  1737       -9999.9999               0               0   -9999.9999            0.00170823            -3.36765e-05
  1738       -9999.9999               0               0   -9999.9999            0.00175462            -3.90636e-05
  1739       -9999.9999               0               0   -9999.9999            0.00180103            -4.32162e-05
  1740       -9999.9999               0               0   -9999.9999            0.00184746            -4.53773e-05
  1741       -9999.9999               0               0   -9999.9999             0.0018939            -4.46608e-05
  1742       -9999.9999               0               0   -9999.9999            0.00194032            -3.96649e-05
  1743       -9999.9999               0               0   -9999.9999             0.0019867            -2.88588e-05
  1744       -9999.9999               0               0   -9999.9999            0.00203298            -1.07517e-05
  1745       -9999.9999               0               0   -9999.9999            0.00207913             1.59866e-05
  1746       -9999.9999               0               0   -9999.9999            0.00212507             5.26468e-05
  1747       -9999.9999               0               0   -9999.9999            0.00217075             0.000100519
  1748       -9999.9999               0               0   -9999.9999            0.00221611             0.000160598
  1749       -9999.9999               0               0   -9999.9999            0.00226106             0.000232693
  1750       -9999.9999               0               0   -9999.9999            0.00230554             0.000316319
  1751       -9999.9999               0               0   -9999.9999            0.00234948             0.000410014
  1752       -9999.9999               0               0   -9999.9999            0.00239288             0.000508418
  1753       -9999.9999               0               0   -9999.9999            0.00243575             0.000605196
  1754       -9999.9999               0               0   -9999.9999            0.00247811             0.000694011
  1755       -9999.9999               0               0   -9999.9999            0.00252001             0.000766889
  1756       -9999.9999               0               0   -9999.9999            0.00256175             0.000809303
  1757       -9999.9999               0               0   -9999.9999            0.00260366             0.000805085
  1758       -9999.9999               0               0   -9999.9999            0.00264608             0.000738069
  1759       -9999.9999               0               0   -9999.9999             0.0026894             0.000591255
  1760       -9999.9999               0               0   -9999.9999            0.00273423             0.000344304
  1761       -9999.9999               0               0   -9999.9999            0.00278125            -2.39555e-05
  1762       -9999.9999               0               0   -9999.9999            0.00283111            -0.000533093
  1763       -9999.9999               0               0   -9999.9999            0.00288444             -0.00119627
  1764       -9999.9999               0               0   -9999.9999            0.00294187             -0.00202504
  1765       -9999.9999               0               0   -9999.9999            0.00300402             -0.00303096
  1766       -9999.9999               0               0   -9999.9999             0.0030714             -0.00422241
  1767       -9999.9999               0               0   -9999.9999            0.00314401             -0.00559507
  1768       -9999.9999               0               0   -9999.9999            0.00322174             -0.00714141
  1769       -9999.9999               0               0   -9999.9999            0.00330449             -0.00885393
  1770       -9999.9999               0               0   -9999.9999            0.00339199              -0.0107231
  1771       -9999.9999               0               0   -9999.9999            0.00348341              -0.0127313
  1772       -9999.9999               0               0   -9999.9999            0.00357776              -0.0148587
  1773       -9999.9999               0               0   -9999.9999            0.00367411               -0.017086
  1774       -9999.9999               0               0   -9999.9999            0.00377161              -0.0193949
  1775       -9999.9999               0               0   -9999.9999            0.00386946              -0.0217672
  1776       -9999.9999               0               0   -9999.9999            0.00396685              -0.0241848
  1777       -9999.9999               0               0   -9999.9999            0.00406315              -0.0266312
  1778       -9999.9999               0               0   -9999.9999            0.00415828              -0.0290962
  1779       -9999.9999               0               0   -9999.9999            0.00425236               -0.031571
  1780       -9999.9999               0               0   -9999.9999            0.00434548              -0.0340468
  1781       -9999.9999               0               0   -9999.9999            0.00443785              -0.0365162
  1782       -9999.9999               0               0   -9999.9999            0.00453019              -0.0389763
  1783       -9999.9999               0               0   -9999.9999            0.00462332              -0.0414252
  1784       -9999.9999               0               0   -9999.9999             0.0047182              -0.0438616
  1785       -9999.9999               0               0   -9999.9999            0.00481631              -0.0462862
  1786       -9999.9999               0               0   -9999.9999            0.00491925              -0.0486997
  1787       -9999.9999               0               0   -9999.9999            0.00502863              -0.0511032
  1788       -9999.9999               0               0   -9999.9999            0.00514614              -0.0534978
  1789       -9999.9999               0               0   -9999.9999            0.00527379              -0.0558849
  1790       -9999.9999               0               0   -9999.9999            0.00541368              -0.0582662
  1791       -9999.9999               0               0   -9999.9999            0.00556768              -0.0606435
  1792       -9999.9999               0               0   -9999.9999             0.0057368              -0.0630176
  1793       -9999.9999               0               0   -9999.9999            0.00592186              -0.0653897
  1794       -9999.9999               0               0   -9999.9999            0.00612366              -0.0677606
  1795       -9999.9999               0               0   -9999.9999            0.00634256              -0.0701312
  1796       -9999.9999               0               0   -9999.9999            0.00657713              -0.0725019
  1797       -9999.9999               0               0   -9999.9999            0.00682552              -0.0748729
